profileUrl,action,postContent,likeCount,commentCount,postDate,timestamp,postUrl
https://www.linkedin.com/in/emmanuel-acheampong/,Emmanuel Acheampong posted in Student Learning Ambassadors,"Hello Everyone,
I am Emmanuel Acheampong, a final year math and computer science student at Berea College. I am glad to be part of hashtag#lslacohort2019. Please feel free to connect.

I am currently curating a list of 100 courses college students should take on LinkedIn Learning. I am going to create a Jupyter notebook of my list with images, links, and personal reviews and share it.

Unfortunately, most of my suggestion are heavily based on data science and python but I would like to diversify it so non-tech students could also benefit from it too. I would like to know if anyone has taken courses that the loved so much they think every college student should at least try.

I look forward to hearing suggestions.",12,7,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:activity:omment:(groupPost:8675832-6507243096554688514
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 65/365
hashtag#365daysoflearning

I finally got the chance to complete my IBM Applied Data Science capstone project. For my project, I wanted to work on something that was important to me so I worked with 20 of my favorite site attractions in Ghana using data science modules, the Folium API and the FourSquare API to build a Ghana Tourism project in Cognitive Class AI labs. 

I also tried my hands on K-Means clustering but since my data was too little, it didn't really work out.

This project furthered my understanding of APIs and their importance to developers. It also got me reading a lot of documentation but most importantly, it got me to work with IBM cloud which is now officially my favorite cloud provider right now. I might go back to GCP but right now IBM Cloud is what I am using for my projects.

NB: I am still looking at ways to make images appear in Folium pop-ups. If anyone has any suggestions or help please let me know.


Github: https://lnkd.in/ewYDAfJ

Check-in: Tim",61,2,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:ugcPost:6507055302267990016
https://www.linkedin.com/in/emmanuel-acheampong/,Post,It's finally here. hashtag#takethecourse,4,0,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:activity:6506894840318476288
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 64/365
hashtag#365daysoflearning

I just found out Goodwill has an MOOC from a Forbes article and I am genuinely impressed. It is obviously not as technical as most of the others I use frequently but I think if you are an active learner, you should consider it as part of your learning inventory. I particularly enjoyed the Money basics course in the Personal Finance module. It is not intimidating and I love how it curates a list of resources that will help you. The revolution of learning is here. Anyone who is willing and able should be able to learn whatever they want.


Forbes article: https://bit.ly/2XtbLCb

GCF Global: https://bit.ly/2Ris04E

Check-in: Tim",1,0,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:activity:6506685208639664128
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 63/365
hashtag#365daysoflearning

For day 63, I read this interesting article that advocates for continuous learning on Forbes.com titled ""With AI at Hand, Don't Stop Learning!"" It advocates for self-learning and the importance MOOCs especially in an age where technology is growing at a tremendous rate.

Favorite Quotes:
1. ""To survive in a world where people are living longer and working longer, a habit of lifelong learning will become an essential survival skill.""

2. ""We must become a Lifelong Learning Economy!""

3. ""We really need to build this notion of learning over the course of a career into our thinking.""

4. ""Come to think of it, living longer, period, demands that we learn new things. It’s a survival skill! This must become the norm in our society.""

5. ""Don’t stop learning about tomorrow.""

hashtag#alwaysbelearning

Forbes Article: https://bit.ly/2T0maXa

Check-in: Tim",6,0,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:activity:6506312786480586752
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"I’m working on updating Slack’s open-source Python SDK and I’ve just created an RFC for v2. https://goo.gl/Er9JWY I’m proposing some big changes I believe will make building Slack apps in Python better. No plan is without flaws and I’d love feedback on this.

Please SHARE this with anyone you know who builds Slack apps in Python. I’d really appreciate it. 🙏🏾🙇🏾‍♂️
hashtag#python hashtag#slack",6,1,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:activity:6505986049284599808
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 62/365
hashtag#365daysoflearning

To be honest, I am not really a fan of podcasts but since I have become obsessed with the story of Elizabeth Holmes and Theranos, I couldn't pass up this amazing opportunity to hear another dimension to this story through ABC New's Apple podcast ""The Dropout"".

More insights:

1. I still find it funny that an industry that prides itself of the smart people in it, (ask anyone who works in tech why they love their job and they all will in some way or fashion talk about the smart people they get to work with), got bamboozled by, in my opinion, a simple con job.

2. I know I am supposed to hate what Elizabeth did but I must admit, there are traits in the story of young Elizabeth that I find shockingly inspiring. In fact, I believe she exhibited the exact traits that Steve Jobs and young Bill Gates did.

3. It's amazing how a person can use privilege to gain such unbridled access to capital and resources for something like Theranos while others can hardly get any sort of funding.

4. The most important thought for me was, is Theranos feasible with today's technology? I could be wrong on this but I think Theranos was ahead of its time and someone might create a version later on.

The Dropout: https://apple.co/2AZOw91

Check-in: Tim",8,0,1w,2019-03-09T15:57:51.880Z,https://www.linkedin.com/feed/update/urn:li:activity:6505941361626279936
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"I am super excited for the AI for Everyone course by Andrew Ng to begin in 3 days. I have been waiting for it since its announcement last year. I am hoping to learn and explore AI as much as possible.

For college students, you should definitely sign up. Remember there is a financial aid tab with the course which can allow you to take the course for free. 


Coursera: https://bit.ly/2zqgBFF",30,2,1w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6505935144132636672
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 61/365
hashtag#365daysoflearning

For day 61, I am working on IBM's Applied Data Science Capstone which is the last course I have to pass for the Applied Data Science specialization and IBM Data Science Professional Certificate.

This has been one of the most intriguing, difficult and fun courses I have had in a while. The labs are the best and I have even saved them locally just so I can go over them.

What I learned:

1. . The most important part of a data science project is not the code and the fancy things you were able to do with but the story you are able to tell with your data.

2. I still can't seem to figure out the hashtag#Python Geocoder API. If anyone has great resources on it please let me know. It's been a struggle. In fact, I had to use the pypostalcode API just to do my assignment.

3. I signed up for the foursquare API and I used the folium API and I am in love with them. They almost convinced me to try to build a full stack app with a navigation system.

4. For my final project, I am trying to build a map of the tourist sites in Ghana and hopefully with a kind of recommendation system which might take a while and I learned so much about beautiful places in Ghana.

5. Documentation is key for any data science project.


Github repo: https://bit.ly/2E7lmWm

Check-in: Tim",51,9,1w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:ugcPost:6505572191076184064
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 60/365
hashtag#365daysoflearning

Thank you so much Tim for starting the 365 days of learning challenge. It has become a pivotal point in my professional and academic life. It started out as a way to document my exploration of technology in my final semester of college but it has evolved in to so much more for me. 

Through the challenge, I have read a novel, I have done labs for data science, I have experimented with all the 4 major cloud platforms, I encountered the poetry of Langston Hughes and Maya Angelou, interviewed one of the people I admire, learned from the GRE, and so much more. 

As a result, I have grown my love of learning, interacted with other people on their own learning journeys, learned how to organize my time effectively and learned how to take initiative for myself and accomplish goals I set for myself.

The most important thing I have learned in this process, however, is that I am good enough. The continuous learning has abated feelings of imposter syndrome in technology. 

Now I know that I can exist and thrive in technology and my inability to answer some particular question in an interview does not negate my passion or love of technology.

For day 60, I reflected on my learning journey so far and I am grateful. 

On to the next 30 days.",21,1,1w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6505229895075983360
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 59/365
hashtag#365daysoflearning

I just realized I had been heavily confused about the difference between the k- Nearest Neighbors algorithm and the K-Means algorithm. Thankfully I have a website bookmarked which addresses most of the common ML algorithms with their Python and R implementations (with modules of course and not from scratch). 

For day 59, I got to review the difference between the k- Nearest Neighbors algorithm and the K-Means algorithm which I had backward for some reason.

This website is my go-to whenever I need a refresher course for a particular Python ML algorithm implementation.

Link: https://bit.ly/2xez1p3

Check-in: Tim",10,0,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6504861958993432576
https://www.linkedin.com/in/emmanuel-acheampong/,Post,View my verified achievement from Coursera on Acclaim.,31,3,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6504754694475313152
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 58/365
hashtag#365daysoflearning

I have recently been intrigued by large scale software projects and object-oriented programming. So this course was an excellent choice. It is part of the Master Python for Data Science Learning path on LinkedIn Learning but even if you're not interested in data science, it is still a great resource to learn about object-oriented analysis and design with any OO languages including Python.

In addition, I think it is a great resource for technical program management and it employs OO design patterns and principles that are essential to understand how to bring a large scale project to existence.

I used to hate the theory of OO but after this course, I am able to understand the 4 main pillars without having to memorize them and see why OOP is more preferred to functional programming.


Check-in: Tim",20,3,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:ugcPost:6504472486535589888
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"What I learned about building products from being in a dance team:

1. Technical skills can be taught but passion can't be and great products, like great dance pieces, require people with a lot of passion.

2. Teamwork is essential to great products. No matter how good a performer is, if they don't integrate well with our team, the entire dance looks off. 

3. Even though it might not seem like it, as a dance team, we use a lot of agile processes when creating our pieces. There is a lot of small increments and iteration when creating pieces. 

4. Feedback is a gift. As dancers, we receive instant feedback when we are on stage from the audience and that allows us to modify our pieces to do better at next performances.

5. Planning is essential. Before we even begin practice, we research how we want our dances to be and build a roadmap to accomplish it.

6. Leadership sets the tone for the team. We were fortunate to have great leaders who kept the team on task and inspired the team to flourish and do our very best.


Special shoutout for the ASA Dance team at Berea College Wendy Quanon and Raymond Okyere-Forson for creating such great pieces.
Yawo Alphonse Siatitse, what do you think?",69,7,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:ugcPost:6504389106762596353
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 57/365
hashtag#365daysoflearning

I have been watching Google I/O, Apple Special Events, Apple WWDC, E3 conference, and Samsung Galaxy Unpacked for years. These conferences excite me the way sports events like March Madness, Superbowl, etc. excite some sports fans. For me these announcements are not a way to covet new devices or applications, they are a way for me to see where the landscape of technology is heading and how best as a technologist I can prepare myself to engage with the technology of the future.

For day 57, I got to watch the Samsung Galaxy Unpacked 2019. I was really excited to see where the galaxy mobile phones are headed especially since it was the 10 year anniversary of the Galaxy flagship phone.

From the event, I have come to the conclusion that AI is here to stay and I better get used to it and I need to learn AR/VR because it seems that is where mobile phone app development is headed.

Unfortunately, I was hoping to see some melanin on the stage but...you know...maybe next year.

Youtube: https://lnkd.in/eri9iBP

Check-in: Tim",6,0,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6504134504741949440
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 56/365
hashtag#365daysoflearning

I have been trying to delve more into Python data science modules to figure out how they have been architected because I love seeing what makes them work sometimes even more than what I can do with them. 

My search got me to this resource called The Architecture of Open Source Applications. This website(which does not have HTTPS) is an amazing resource that gives the history and the software architecture of some of the most widely used OSS including Git, SQLAlchemy and even Firefox Release Engineering. Unlike reading code in Github repos, this resource gives a lot more background to the thought process that might have went into and some implementations.

For day 56, I read up on the matplotlib library architecture for Python. I learned about the history and how of the 3 possible layers it has, I have only been using the Scripting layer(pyplot). I feel as if I am learning matplotlib for the first time and I am also understanding so much of what goes into building a software architecture that can be used and understood by multiple people. This reading solidified my interest in Python even more.

The Architecture of Open Source Applications: https://bit.ly/JC0bx4

Check-in: Tim",6,0,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6503754056878616576
https://www.linkedin.com/in/emmanuel-acheampong/,Post,hashtag#alwaysbelearning,41,5,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6503618399854227456
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"If you are a college student interested in MOOCs, Coursera has financial aid for their courses, which has helped me to pursue a lot of courses without paying a dime. There is no limit to how many you can apply for and once you get approved, you can reset your deadlines to accommodate your schedule. This technique has really helped me in my online learnings.  


Day 55/365
hashtag#365daysoflearning

I think I have found something in tech that I genuinely enjoy. No matter what other things get my attention, I always seem to keep coming back to data. 

I know there are so many cool things to do in full stack web development and building apps but data is what I truly love and enjoy doing. Almost all my CS projects are in Jupyter notebooks, I try to even run my HTML code in Jupyter notebooks.

I really like the Google Cloud Platform but this specialization is really pulling me towards IBM cloud. Like I said in a previous post, I was sleeping on IBM Cloud. It has so many free resources that make learning and exploring data science particularly efficient for college students. Plus this specialization has one of the best SQL courses online I have come across online.

Introduction to Data Science Specialization: https://bit.ly/2SYL2xW

Check-in: Tim",72,6,2w,2019-03-09T15:57:51.881Z,https://www.linkedin.com/feed/update/urn:li:activity:6503391915059265536
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"""First they ignore you, then they laugh at you, then they fight you, then you win”

At a really low point last year, I had a heart-to-heart conversation with one of my mentors who told me ""sometimes people won't see your worth that doesn't mean you are not worthy."" That conversation helped me through some really tough times of self-doubt. 

I was under the impression that hard work paid off in success but all my hard work was not yielding any success and I was a bit discouraged.

This is why I relate so much to the story of the AirPods. A lot of people couldn't see their value at the beginning but the tides have turned now and as an article on the Guardian stated, they moved from mockery to millennial status symbol.

Imagine if Apple had pulled the AirPods of the shelf after the first negative reviews and responses, then the world would have missed out on the phenomenon it has turned out to be.

So now I have realized, I should be more interested in building than in receiving validation. I now view hard work as a seed, some take years to fully grow and bear results, others take months.
Neither is better or worse but one thing they have in common is diligent labor.

Article: https://bit.ly/2SmHLZy

Article: https://nbcnews.to/2RXGBP7",43,4,2w,2019-03-09T15:57:51.882Z,https://www.linkedin.com/feed/update/urn:li:activity:6503270192120950784
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Special shoutouts to Kenny Nelson, the amazing team lead of the student developers at Berea college for putting together a great presentation for the computer science department at the Carter G. Woodson Weekend Fair, where we welcomed prospective high school students and showed them how computer science could be fun and a potential major choice in college.

I was honored to get to see incredible technologists like Jamal Aw Yonis, Anne Otieno, Berucha Cintron-Velazquez, Gerardo Soto and May Jue, share their stories and projects in computer science bringing their passion to inspire these students to think about pursuing computer science when they come to college.",58,3,2w,2019-03-09T15:57:51.882Z,https://www.linkedin.com/feed/update/urn:li:activity:6503101765586612224
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 54/365
hashtag#365daysoflearning

Special shoutouts to Hina, who sent me on the course to find a great SQL MOOC. I think I might have found one, which might not be the most conclusive but I think it hits on the main topics particularly on relational databases.

Databases and SQL for Data Science by IBM on Coursera is part of the IBM Data Science Professional Certificate Specialization, however, it has optional material that delves into the essentials of Databases and SQL.

I am currently having some trouble with the final peer review assignment but I am working on it and hoping to get it right.

In addition, what I found really helpful for applying what I learned in that course was by writing queries in HackerRank's SQL challenges.

HackerRank: https://bit.ly/2BDZHEQ

Databases and SQL for Data Science by IBM on Coursera: https://bit.ly/2SEtAPZ

Check-in: Tim",8,0,2w,2019-03-09T15:57:51.882Z,https://www.linkedin.com/feed/update/urn:li:activity:6503029484747321344
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"The median age in Africa is about half the median age in North America. With the right investments, young Africans will shape the future of the entire world: http://bit.ly/2IxccIj",10,1,2w,2019-03-09T15:57:51.882Z,https://www.linkedin.com/feed/update/urn:li:ugcPost:6502948830076555264
https://www.linkedin.com/in/emmanuel-acheampong/,Post,"Day 53/365
hashtag#365daysoflearning 

A friend recommended I download the Get Wired app on my iPhone and read it in addition to the Morning Brew every morning and I must say that the app is a really great way to keep up with the news in the technology industry.

The sections include Business, Culture, Gear, Ideas, Science, Security, Transportation and BackChannel. The main page has top articles that are regularly updated. 

Today I read an article called, ""The Pentagon needs to woo AI experts away from Big Tech"". The article is really insightful adding another layer to the battle for talent in the technology industry. It even called Big Tech, G-MAFIA and analyzed how difficult it would be for the Government to acquire AI talent in this current climate.

Check-in: Tim",21,0,2w,2019-03-09T15:57:51.882Z,https://www.linkedin.com/feed/update/urn:li:activity:6502686451329757184
https://www.linkedin.com/in/emmanuel-acheampong/,Post,,51,5,3w,2019-03-09T15:57:51.882Z,https://www.linkedin.com/feed/update/urn:li:activity:6502512412216877056
